2024-05-03 07:58:02,49.926,1000000,1000000,1000000,1000000,121.87,ondemand,129.98,(0, 'volt=1.2563V')
2024-05-03 07:58:12,48.85,700000,700000,700000,700000,119.93,ondemand,130.0,(0, 'volt=1.2563V')
